v_x,v_y,omega,delta
1.475076794624328613e+00,-2.206424772739410400e-01,7.100396752357482910e-01,-2.903927266597747803e-01
1.473355412483215332e+00,-2.205151617527008057e-01,8.173295259475708008e-01,-2.903617620468139648e-01
1.474567294120788574e+00,-2.193960100412368774e-01,9.128102064132690430e-01,-2.899605035781860352e-01
1.473969221115112305e+00,-2.189511656761169434e-01,8.502551913261413574e-01,-2.899406254291534424e-01
1.469444155693054199e+00,-2.185496389865875244e-01,8.600514531135559082e-01,-2.895713746547698975e-01
1.472078084945678711e+00,-2.175727188587188721e-01,8.167558312416076660e-01,-2.892661988735198975e-01
1.466641068458557129e+00,-2.161685824394226074e-01,7.638350129127502441e-01,-2.885436415672302246e-01
1.497375130653381348e+00,-2.211479395627975464e-01,7.770926356315612793e-01,-2.881251871585845947e-01
1.465865492820739746e+00,-1.951124519109725952e-01,6.646945476531982422e-01,-2.622083425521850586e-01
1.465830445289611816e+00,-1.918730586767196655e-01,7.085222601890563965e-01,-2.582956850528717041e-01
1.463838934898376465e+00,-1.887829005718231201e-01,7.523133158683776855e-01,-2.561173737049102783e-01
1.469360232353210449e+00,-1.884681582450866699e-01,7.851231694221496582e-01,-2.540970146656036377e-01
1.467182874679565430e+00,-1.854055970907211304e-01,7.562867999076843262e-01,-2.518087327480316162e-01
1.467720746994018555e+00,-1.834643781185150146e-01,7.494050264358520508e-01,-2.496415674686431885e-01
1.466830372810363770e+00,-1.810132861137390137e-01,6.759065985679626465e-01,-2.472965270280838013e-01
1.467451333999633789e+00,-1.782169789075851440e-01,7.214074134826660156e-01,-2.447299510240554810e-01
1.469100117683410645e+00,-1.754951328039169312e-01,6.942843794822692871e-01,-2.419495880603790283e-01
1.470098018646240234e+00,-1.739572286605834961e-01,7.899737954139709473e-01,-2.392063438892364502e-01
1.471102476119995117e+00,-1.717709451913833618e-01,7.657049894332885742e-01,-2.366228848695755005e-01
1.471243381500244141e+00,-1.692048162221908569e-01,5.700481534004211426e-01,-2.337339669466018677e-01
1.470750689506530762e+00,-1.653670519590377808e-01,7.712114453315734863e-01,-2.303140014410018921e-01
1.471346259117126465e+00,-1.638403683900833130e-01,7.204164266586303711e-01,-2.273589968681335449e-01
1.470815539360046387e+00,-1.602160483598709106e-01,6.163200736045837402e-01,-2.243638187646865845e-01
1.474127888679504395e+00,-1.575614213943481445e-01,6.992686390876770020e-01,-2.207954078912734985e-01
1.474616289138793945e+00,-1.548029929399490356e-01,5.880478620529174805e-01,-2.175744324922561646e-01
1.475725173950195312e+00,-1.518977582454681396e-01,6.989093422889709473e-01,-2.140052765607833862e-01
1.473478436470031738e+00,-1.486422866582870483e-01,5.492444634437561035e-01,-2.103638201951980591e-01
1.492730259895324707e+00,-1.481500864028930664e-01,7.548423409461975098e-01,-2.066617310047149658e-01
1.476132392883300781e+00,-1.396765559911727905e-01,4.975233972072601318e-01,-1.990019083023071289e-01
1.481134891510009766e+00,-1.354541033506393433e-01,5.947692394256591797e-01,-1.942164897918701172e-01
1.480397224426269531e+00,-1.333354115486145020e-01,6.908628940582275391e-01,-1.900680959224700928e-01
1.482802033424377441e+00,-1.305491328239440918e-01,5.770939588546752930e-01,-1.855406910181045532e-01
1.487732410430908203e+00,-1.282231807708740234e-01,7.589825987815856934e-01,-1.810887902975082397e-01
1.485798239707946777e+00,-1.246912926435470581e-01,6.683871150016784668e-01,-1.759624928236007690e-01
1.490741252899169922e+00,-1.219343543052673340e-01,7.087732553482055664e-01,-1.718212515115737915e-01
1.491395592689514160e+00,-1.184515506029129028e-01,7.408765554428100586e-01,-1.674715429544448853e-01
1.487350106239318848e+00,-1.139805093407630920e-01,6.550000309944152832e-01,-1.622345894575119019e-01
1.491700291633605957e+00,-1.120122298598289490e-01,6.631780266761779785e-01,-1.578479260206222534e-01
1.491028189659118652e+00,-1.063760519027709961e-01,5.828747153282165527e-01,-1.523541063070297241e-01
1.494096040725708008e+00,-1.033696904778480530e-01,6.724188327789306641e-01,-1.470155864953994751e-01
1.491786122322082520e+00,-1.000538766384124756e-01,7.998808026313781738e-01,-1.410084962844848633e-01
1.491222143173217773e+00,-9.692450612783432007e-02,7.385352849960327148e-01,-1.363610327243804932e-01
1.492131471633911133e+00,-9.372150152921676636e-02,7.088728547096252441e-01,-1.301569789648056030e-01
1.491680264472961426e+00,-9.040365368127822876e-02,6.603041291236877441e-01,-1.253311634063720703e-01
1.492888450622558594e+00,-8.583892136812210083e-02,6.636875867843627930e-01,-1.193008273839950562e-01
1.493510246276855469e+00,-8.237467706203460693e-02,6.670826673507690430e-01,-1.136999353766441345e-01
1.491060614585876465e+00,-7.788465917110443115e-02,6.109712123870849609e-01,-1.072485223412513733e-01
1.507211208343505859e+00,-7.518867403268814087e-02,6.041844487190246582e-01,-1.013890802860260010e-01
1.497558712959289551e+00,-9.430620819330215454e-02,6.789287328720092773e-01,-1.285286098718643188e-01
1.492815613746643066e+00,-9.136065840721130371e-02,6.740205287933349609e-01,-1.262507140636444092e-01
1.491459846496582031e+00,-8.944418281316757202e-02,7.568438053131103516e-01,-1.219185739755630493e-01
1.491041183471679688e+00,-8.647711575031280518e-02,6.941472291946411133e-01,-1.171491593122482300e-01
1.493189573287963867e+00,-8.381659537553787231e-02,8.514693975448608398e-01,-1.127269789576530457e-01
1.488558650016784668e+00,-7.979518175125122070e-02,8.735870122909545898e-01,-1.079600900411605835e-01
1.486545205116271973e+00,-7.634510099887847900e-02,7.231259346008300781e-01,-1.035299822688102722e-01
1.491338133811950684e+00,-7.392431795597076416e-02,7.681794166564941406e-01,-9.849256277084350586e-02
1.487900376319885254e+00,-6.969927251338958740e-02,7.074524164199829102e-01,-9.396364539861679077e-02
1.494237542152404785e+00,-6.687942147254943848e-02,7.421908378601074219e-01,-8.841798454523086548e-02
1.492057204246520996e+00,-6.362730264663696289e-02,8.318599462509155273e-01,-8.334578573703765869e-02
1.493745803833007812e+00,-6.020192056894302368e-02,7.488019466400146484e-01,-7.851235568523406982e-02
1.498111128807067871e+00,-5.708503350615501404e-02,7.701119184494018555e-01,-7.330027222633361816e-02
1.493928194046020508e+00,-5.369058251380920410e-02,7.478594183921813965e-01,-6.829071789979934692e-02
1.500052094459533691e+00,-4.997896030545234680e-02,7.741492986679077148e-01,-6.283348053693771362e-02
1.495824933052062988e+00,-4.668365418910980225e-02,7.592636942863464355e-01,-5.792047455906867981e-02
1.504845857620239258e+00,-4.286758974194526672e-02,7.613232731819152832e-01,-5.248476192355155945e-02
1.501729011535644531e+00,-4.009551927447319031e-02,9.691522717475891113e-01,-4.755489900708198547e-02
1.494249343872070312e+00,-3.654328361153602600e-02,8.501030206680297852e-01,-4.256964847445487976e-02
1.511640667915344238e+00,-3.365615755319595337e-02,7.270573377609252930e-01,-3.780603036284446716e-02
1.502170801162719727e+00,-5.938360095024108887e-02,7.163412570953369141e-01,-8.334085345268249512e-02
1.499497413635253906e+00,-6.131782382726669312e-02,7.936486005783081055e-01,-8.342674374580383301e-02
1.500799775123596191e+00,-5.987596139311790466e-02,8.953763842582702637e-01,-7.981642335653305054e-02
1.500589251518249512e+00,-5.814288556575775146e-02,8.028325438499450684e-01,-7.697363942861557007e-02
1.504982829093933105e+00,-5.635954067111015320e-02,8.704231977462768555e-01,-7.326813787221908569e-02
1.505618572235107422e+00,-5.478497222065925598e-02,8.669702410697937012e-01,-7.044465839862823486e-02
1.506863236427307129e+00,-5.334286764264106750e-02,8.489935398101806641e-01,-6.777970492839813232e-02
1.506812095642089844e+00,-5.111993476748466492e-02,8.651752471923828125e-01,-6.402250379323959351e-02
1.504286766052246094e+00,-4.950598254799842834e-02,9.041127562522888184e-01,-6.145970523357391357e-02
1.502493500709533691e+00,-4.713667184114456177e-02,9.269874095916748047e-01,-5.780838057398796082e-02
1.501934409141540527e+00,-4.531663656234741211e-02,9.098085761070251465e-01,-5.549758300185203552e-02
1.492386579513549805e+00,-4.540988057851791382e-02,1.063034892082214355e+00,-5.187838897109031677e-02
1.497168898582458496e+00,-4.190126061439514160e-02,9.506109952926635742e-01,-4.964178055524826050e-02
1.505668759346008301e+00,-4.048425331711769104e-02,8.901005387306213379e-01,-4.770952463150024414e-02
1.508816361427307129e+00,-3.940260410308837891e-02,8.704395890235900879e-01,-4.585571959614753723e-02
1.514089703559875488e+00,-3.845793008804321289e-02,1.038816690444946289e+00,-4.401323571801185608e-02
1.507951617240905762e+00,-3.636400774121284485e-02,8.364163637161254883e-01,-4.075323790311813354e-02
1.511364698410034180e+00,-3.645342588424682617e-02,9.960751533508300781e-01,-3.892305865883827209e-02
1.507321357727050781e+00,-3.453547880053520203e-02,9.414380788803100586e-01,-3.742074966430664062e-02
1.522315263748168945e+00,-3.447002172470092773e-02,9.815127253532409668e-01,-3.593336045742034912e-02
1.512759804725646973e+00,-6.227726489305496216e-02,1.017480731010437012e+00,-8.064876496791839600e-02
1.512537121772766113e+00,-6.542911380529403687e-02,8.883374333381652832e-01,-8.453297615051269531e-02
1.516680002212524414e+00,-6.660722941160202026e-02,9.403596520423889160e-01,-8.500529080629348755e-02
1.515207767486572266e+00,-6.696122884750366211e-02,8.587539196014404297e-01,-8.547541499137878418e-02
1.521108508110046387e+00,-6.778296083211898804e-02,1.028025865554809570e+00,-8.586090058088302612e-02
1.517140030860900879e+00,-6.623968482017517090e-02,1.001788139343261719e+00,-8.431002497673034668e-02
1.517604708671569824e+00,-6.639638543128967285e-02,1.020555853843688965e+00,-8.520502597093582153e-02
1.519815444946289062e+00,-6.732285767793655396e-02,9.138526916503906250e-01,-8.626302331686019897e-02
1.522301673889160156e+00,-6.849800795316696167e-02,1.045253992080688477e+00,-8.725199103355407715e-02
1.520536303520202637e+00,-6.885714828968048096e-02,9.861905574798583984e-01,-8.874348551034927368e-02
1.524591207504272461e+00,-7.046681642532348633e-02,9.674127697944641113e-01,-9.020390361547470093e-02
1.524446606636047363e+00,-6.931167840957641602e-02,9.597411155700683594e-01,-8.852706104516983032e-02
1.526957273483276367e+00,-7.104701548814773560e-02,1.056085705757141113e+00,-9.006462246179580688e-02
1.526746630668640137e+00,-7.146343588829040527e-02,9.945013523101806641e-01,-9.193684160709381104e-02
1.524124741554260254e+00,-7.229043543338775635e-02,8.814445734024047852e-01,-9.390801936388015747e-02
1.525938034057617188e+00,-7.184527814388275146e-02,1.009195089340209961e+00,-9.187719970941543579e-02
1.519321799278259277e+00,-7.328423112630844116e-02,9.328369498252868652e-01,-9.384804964065551758e-02
1.521311163902282715e+00,-7.415676862001419067e-02,7.795874476432800293e-01,-9.547591209411621094e-02
1.524469852447509766e+00,-7.631076127290725708e-02,8.209805488586425781e-01,-9.703690558671951294e-02
1.534234523773193359e+00,-7.736767083406448364e-02,6.465219855308532715e-01,-9.860704839229583740e-02
1.529763102531433105e+00,-9.936582297086715698e-02,7.936128377914428711e-01,-1.278076469898223877e-01
1.527138471603393555e+00,-1.016401499509811401e-01,8.011741042137145996e-01,-1.290668845176696777e-01
1.526891112327575684e+00,-1.046043708920478821e-01,8.850151896476745605e-01,-1.318953335285186768e-01
1.521082520484924316e+00,-1.040702611207962036e-01,7.171354293823242188e-01,-1.348867714405059814e-01
1.527142047882080078e+00,-1.082022413611412048e-01,8.636803627014160156e-01,-1.374074369668960571e-01
1.520885348320007324e+00,-1.064827516674995422e-01,8.198288083076477051e-01,-1.368946731090545654e-01
1.521882414817810059e+00,-1.081969738006591797e-01,7.431469559669494629e-01,-1.398251652717590332e-01
1.519595146179199219e+00,-1.080900281667709351e-01,6.355667114257812500e-01,-1.426991075277328491e-01
1.522634863853454590e+00,-1.098709926009178162e-01,5.590606927871704102e-01,-1.452198475599288940e-01
1.522979021072387695e+00,-1.114684641361236572e-01,4.660609960556030273e-01,-1.477225273847579956e-01
1.525894165039062500e+00,-1.119570136070251465e-01,7.126783728599548340e-01,-1.462114602327346802e-01
1.518224358558654785e+00,-1.119430735707283020e-01,5.184407830238342285e-01,-1.492074877023696899e-01
1.521384716033935547e+00,-1.123987063765525818e-01,5.095621943473815918e-01,-1.516947299242019653e-01
1.515381574630737305e+00,-1.096147820353507996e-01,2.870849370956420898e-01,-1.503425985574722290e-01
1.521393537521362305e+00,-1.116733327507972717e-01,3.801324963569641113e-01,-1.520897448062896729e-01
1.516147375106811523e+00,-1.111333891749382019e-01,2.526687681674957275e-01,-1.542687267065048218e-01
1.517550945281982422e+00,-1.064500138163566589e-01,1.113103851675987244e-01,-1.521521508693695068e-01
1.521823287010192871e+00,-1.094713807106018066e-01,1.208905279636383057e-01,-1.535466164350509644e-01
1.522253274917602539e+00,-1.114860102534294128e-01,-9.100818634033203125e-02,-1.550621241331100464e-01
1.524443864822387695e+00,-1.089551523327827454e-01,-1.065856218338012695e-01,-1.522191911935806274e-01
1.526081323623657227e+00,-1.276834756135940552e-01,-2.883580327033996582e-01,-1.789558231830596924e-01
1.534381985664367676e+00,-1.305620968341827393e-01,-2.750413715839385986e-01,-1.820552200078964233e-01
1.531968712806701660e+00,-1.282085180282592773e-01,-3.864807784557342529e-01,-1.836412549018859863e-01
1.530063271522521973e+00,-1.307139992713928223e-01,-4.943690299987792969e-01,-1.808485984802246094e-01
1.532615661621093750e+00,-1.315058320760726929e-01,-4.469536542892456055e-01,-1.817428320646286011e-01
1.535361647605895996e+00,-1.289125978946685791e-01,-5.224515795707702637e-01,-1.827527284622192383e-01
1.537557840347290039e+00,-1.294531375169754028e-01,-6.270230412483215332e-01,-1.797001212835311890e-01
1.539313435554504395e+00,-1.304343640804290771e-01,-6.490502357482910156e-01,-1.803943663835525513e-01
1.538581967353820801e+00,-1.292525380849838257e-01,-7.427919507026672363e-01,-1.808393299579620361e-01
1.537019252777099609e+00,-1.327922344207763672e-01,-9.122024178504943848e-01,-1.808817833662033081e-01
1.526716113090515137e+00,-1.316837221384048462e-01,-1.038505077362060547e+00,-1.769176423549652100e-01
1.516568541526794434e+00,-1.297248750925064087e-01,-8.664415478706359863e-01,-1.763865798711776733e-01
1.528870701789855957e+00,-1.308329254388809204e-01,-9.792066216468811035e-01,-1.766923964023590088e-01
1.526807188987731934e+00,-1.283246427774429321e-01,-1.207713842391967773e+00,-1.725671589374542236e-01
1.491779804229736328e+00,-1.135578453540802002e-01,-1.189973354339599609e+00,-1.719711571931838989e-01
1.509122610092163086e+00,-1.236251890659332275e-01,-1.221177458763122559e+00,-1.708831191062927246e-01
1.497992396354675293e+00,-1.166057363152503967e-01,-1.314891338348388672e+00,-1.702571511268615723e-01
1.491931676864624023e+00,-1.136004179716110229e-01,-1.263522863388061523e+00,-1.689722687005996704e-01
1.505970954895019531e+00,-1.160213351249694824e-01,-1.412100076675415039e+00,-1.636792868375778198e-01
1.454727292060852051e+00,-9.191595017910003662e-02,-1.451343894004821777e+00,-1.626904308795928955e-01
1.497945070266723633e+00,-1.706429123878479004e-01,-1.402268767356872559e+00,-2.176236659288406372e-01
1.516071677207946777e+00,-1.639431118965148926e-01,-1.536318778991699219e+00,-2.222530692815780640e-01
1.495413899421691895e+00,-1.541401445865631104e-01,-1.515106678009033203e+00,-2.196937650442123413e-01
1.501708626747131348e+00,-1.588910967111587524e-01,-1.536530137062072754e+00,-2.201796025037765503e-01
1.503147721290588379e+00,-1.579035371541976929e-01,-1.684653162956237793e+00,-2.206205129623413086e-01
1.501625299453735352e+00,-1.555188149213790894e-01,-1.612376928329467773e+00,-2.206007391214370728e-01
1.490233778953552246e+00,-1.465418934822082520e-01,-1.702556490898132324e+00,-2.176042795181274414e-01
1.496917605400085449e+00,-1.512985974550247192e-01,-1.737455606460571289e+00,-2.173007130622863770e-01
1.484758377075195312e+00,-1.416076421737670898e-01,-1.768631935119628906e+00,-2.169645279645919800e-01
1.502818703651428223e+00,-1.510915160179138184e-01,-1.710205435752868652e+00,-2.163187563419342041e-01
1.503336548805236816e+00,-1.472451686859130859e-01,-1.578344702720642090e+00,-2.158420383930206299e-01
1.505033373832702637e+00,-1.479188501834869385e-01,-1.718589663505554199e+00,-2.127265036106109619e-01
1.499083638191223145e+00,-1.415681093931198120e-01,-1.733774900436401367e+00,-2.119033783674240112e-01
1.505825757980346680e+00,-1.461108773946762085e-01,-1.843660354614257812e+00,-2.109956592321395874e-01
1.485475540161132812e+00,-1.290690749883651733e-01,-1.881751894950866699e+00,-2.098278403282165527e-01
1.465193271636962891e+00,-1.036714315414428711e-01,-1.776865243911743164e+00,-2.058000266551971436e-01
1.488001227378845215e+00,-1.338656395673751831e-01,-1.898048877716064453e+00,-2.041612118482589722e-01
1.478999614715576172e+00,-1.149273365736007690e-01,-1.857532501220703125e+00,-2.022959589958190918e-01
1.491039752960205078e+00,-1.271720677614212036e-01,-1.847853302955627441e+00,-2.003726661205291748e-01
1.461306810379028320e+00,-1.076714769005775452e-01,-1.858959317207336426e+00,-1.984602212905883789e-01
1.495053052902221680e+00,-1.862869858741760254e-01,-1.724924921989440918e+00,-2.493352591991424561e-01
1.492121219635009766e+00,-1.739261299371719360e-01,-1.891494154930114746e+00,-2.529832124710083008e-01
1.477928042411804199e+00,-1.668560206890106201e-01,-1.852503180503845215e+00,-2.529879510402679443e-01
1.477083683013916016e+00,-1.673442125320434570e-01,-1.873409152030944824e+00,-2.526581585407257080e-01
1.471994400024414062e+00,-1.631235778331756592e-01,-1.820384740829467773e+00,-2.507045865058898926e-01
1.471327066421508789e+00,-1.655958294868469238e-01,-1.818063855171203613e+00,-2.504569888114929199e-01
1.467835664749145508e+00,-1.628948301076889038e-01,-1.807936072349548340e+00,-2.498486191034317017e-01
1.476104736328125000e+00,-1.725007593631744385e-01,-1.798154115676879883e+00,-2.492837309837341309e-01
1.452845215797424316e+00,-1.499694138765335083e-01,-1.747780442237854004e+00,-2.480844110250473022e-01
1.466094255447387695e+00,-1.710021942853927612e-01,-1.882829904556274414e+00,-2.472978830337524414e-01
1.444186687469482422e+00,-1.464122980833053589e-01,-1.812789559364318848e+00,-2.464549988508224487e-01
1.438340187072753906e+00,-1.510087400674819946e-01,-1.780840158462524414e+00,-2.448803931474685669e-01
1.445636868476867676e+00,-1.578046083450317383e-01,-1.802325010299682617e+00,-2.439362108707427979e-01
1.425533294677734375e+00,-1.367820203304290771e-01,-1.774763822555541992e+00,-2.430115193128585815e-01
1.434070944786071777e+00,-1.550203710794448853e-01,-1.811908960342407227e+00,-2.412157207727432251e-01
1.422082781791687012e+00,-1.377067714929580688e-01,-1.756190419197082520e+00,-2.401308864355087280e-01
1.405889511108398438e+00,-1.320360898971557617e-01,-1.849466443061828613e+00,-2.389104813337326050e-01
1.387234091758728027e+00,-1.127350851893424988e-01,-1.769968032836914062e+00,-2.370354831218719482e-01
1.410140037536621094e+00,-1.506959050893783569e-01,-1.848032593727111816e+00,-2.358602136373519897e-01
1.372110128402709961e+00,-1.039237082004547119e-01,-1.803819894790649414e+00,-2.343200296163558960e-01
1.412049174308776855e+00,-1.865459382534027100e-01,-1.839512109756469727e+00,-2.619734108448028564e-01
1.359870195388793945e+00,-1.089202314615249634e-01,-1.763526678085327148e+00,-2.631102204322814941e-01
1.400593400001525879e+00,-1.925057023763656616e-01,-1.726085424423217773e+00,-2.622158527374267578e-01
1.400709152221679688e+00,-1.626509577035903931e-01,-1.711420655250549316e+00,-2.611297369003295898e-01
1.404352426528930664e+00,-1.813564896583557129e-01,-1.794555187225341797e+00,-2.596601545810699463e-01
1.400464534759521484e+00,-1.751216500997543335e-01,-1.912469267845153809e+00,-2.586230337619781494e-01
1.383307814598083496e+00,-1.669883728027343750e-01,-1.766469001770019531e+00,-2.570882439613342285e-01
1.404138088226318359e+00,-1.788676679134368896e-01,-1.693479895591735840e+00,-2.558251321315765381e-01
1.409203052520751953e+00,-1.770394742488861084e-01,-1.743948459625244141e+00,-2.544358968734741211e-01
1.403522968292236328e+00,-1.747158616781234741e-01,-1.779723525047302246e+00,-2.527543604373931885e-01
1.389234662055969238e+00,-1.674317121505737305e-01,-1.782977819442749023e+00,-2.510991096496582031e-01
1.397505164146423340e+00,-1.721417456865310669e-01,-1.910214185714721680e+00,-2.489415407180786133e-01
1.390154123306274414e+00,-1.594486832618713379e-01,-1.758223176002502441e+00,-2.468150407075881958e-01
1.398357510566711426e+00,-1.688991785049438477e-01,-1.818796515464782715e+00,-2.449430674314498901e-01
1.402141809463500977e+00,-1.594379246234893799e-01,-1.721105575561523438e+00,-2.428840696811676025e-01
1.422015428543090820e+00,-1.694827675819396973e-01,-1.757800936698913574e+00,-2.403415888547897339e-01
1.413834929466247559e+00,-1.588615477085113525e-01,-1.759967207908630371e+00,-2.382826507091522217e-01
1.389728665351867676e+00,-1.396771371364593506e-01,-1.747291922569274902e+00,-2.366998046636581421e-01
1.411059141159057617e+00,-1.511808931827545166e-01,-1.750887989997863770e+00,-2.346379756927490234e-01
1.401267647743225098e+00,-1.304447501897811890e-01,-1.738038659095764160e+00,-2.326450496912002563e-01
1.415667295455932617e+00,-1.542850583791732788e-01,-1.577213048934936523e+00,-2.380139380693435669e-01
1.411490917205810547e+00,-1.461042165756225586e-01,-1.692196369171142578e+00,-2.376907467842102051e-01
1.398399591445922852e+00,-1.354536563158035278e-01,-1.647414684295654297e+00,-2.359387576580047607e-01
1.406512618064880371e+00,-1.502112448215484619e-01,-1.693918347358703613e+00,-2.351935207843780518e-01
1.367551565170288086e+00,-9.576497226953506470e-02,-1.753330945968627930e+00,-2.335882037878036499e-01
1.365020632743835449e+00,-1.252515017986297607e-01,-1.642937541007995605e+00,-2.320889681577682495e-01
1.380691528320312500e+00,-1.364547461271286011e-01,-1.561281085014343262e+00,-2.305354177951812744e-01
1.379600405693054199e+00,-1.358840018510818481e-01,-1.494758129119873047e+00,-2.294272333383560181e-01
1.379623174667358398e+00,-1.412330120801925659e-01,-1.602546215057373047e+00,-2.276538908481597900e-01
1.351938009262084961e+00,-1.106187254190444946e-01,-1.506118893623352051e+00,-2.271416783332824707e-01
1.375112414360046387e+00,-1.485688686370849609e-01,-1.489284515380859375e+00,-2.251740097999572754e-01
1.342272639274597168e+00,-1.005974486470222473e-01,-1.590897440910339355e+00,-2.243851125240325928e-01
1.344528913497924805e+00,-1.293598413467407227e-01,-1.528190851211547852e+00,-2.220422625541687012e-01
1.348233938217163086e+00,-1.277640312910079956e-01,-1.572306156158447266e+00,-2.211327850818634033e-01
1.325147032737731934e+00,-1.054701060056686401e-01,-1.435320019721984863e+00,-2.192660868167877197e-01
1.332204103469848633e+00,-1.364401727914810181e-01,-1.483238577842712402e+00,-2.185778766870498657e-01
1.314190983772277832e+00,-1.011170446872711182e-01,-1.310983538627624512e+00,-2.163491994142532349e-01
1.341796875000000000e+00,-1.484066992998123169e-01,-1.352614283561706543e+00,-2.163060903549194336e-01
1.333543896675109863e+00,-1.229363456368446350e-01,-1.487797021865844727e+00,-2.143074125051498413e-01
1.314460396766662598e+00,-1.139295473694801331e-01,-1.355809926986694336e+00,-2.132382690906524658e-01
1.313843607902526855e+00,-1.173709705471992493e-01,-1.245872974395751953e+00,-2.047080993652343750e-01
1.325943231582641602e+00,-1.275451779365539551e-01,-1.453930377960205078e+00,-2.034899592399597168e-01
1.272484898567199707e+00,-6.392906606197357178e-02,-1.343094587326049805e+00,-2.009137123823165894e-01
1.306345582008361816e+00,-1.347001492977142334e-01,-1.353731870651245117e+00,-1.986594349145889282e-01
1.279173493385314941e+00,-7.579332590103149414e-02,-1.309839844703674316e+00,-1.973375231027603149e-01
1.285527825355529785e+00,-1.222596094012260437e-01,-1.237469196319580078e+00,-1.951083540916442871e-01
1.265036106109619141e+00,-7.205519825220108032e-02,-1.224312782287597656e+00,-1.932135373353958130e-01
1.291934609413146973e+00,-1.328953206539154053e-01,-1.264999508857727051e+00,-1.921394914388656616e-01
1.276582241058349609e+00,-7.907320559024810791e-02,-1.204814672470092773e+00,-1.897715330123901367e-01
1.288796782493591309e+00,-1.232777461409568787e-01,-1.181088685989379883e+00,-1.875755488872528076e-01
1.272613048553466797e+00,-8.598065376281738281e-02,-1.243952989578247070e+00,-1.865174323320388794e-01
1.269541978836059570e+00,-1.049721613526344299e-01,-1.154604315757751465e+00,-1.846675127744674683e-01
1.253617048263549805e+00,-8.502757549285888672e-02,-9.631178379058837891e-01,-1.826875805854797363e-01
1.300069808959960938e+00,-1.224240139126777649e-01,-1.067573666572570801e+00,-1.824341416358947754e-01
1.271311044692993164e+00,-9.012866020202636719e-02,-1.209440827369689941e+00,-1.809350252151489258e-01
1.252828598022460938e+00,-9.418658167123794556e-02,-1.171808481216430664e+00,-1.791275888681411743e-01
1.253926873207092285e+00,-9.337245672941207886e-02,-9.595589041709899902e-01,-1.774405241012573242e-01
1.291131138801574707e+00,-1.145189031958580017e-01,-9.234156608581542969e-01,-1.764863878488540649e-01
1.298637032508850098e+00,-1.101988479495048523e-01,-9.915730357170104980e-01,-1.755853146314620972e-01
1.284703731536865234e+00,-1.009853929281234741e-01,-9.092336893081665039e-01,-1.744012981653213501e-01
1.266999483108520508e+00,-7.079160213470458984e-02,-8.940991163253784180e-01,-1.535312980413436890e-01
1.272357463836669922e+00,-1.056826859712600708e-01,-9.121991395950317383e-01,-1.504065245389938354e-01
1.265753865242004395e+00,-6.014495715498924255e-02,-8.593695163726806641e-01,-1.491153985261917114e-01
1.270531296730041504e+00,-1.243886798620223999e-01,-8.500439524650573730e-01,-1.482570618391036987e-01
1.289533853530883789e+00,-7.552953064441680908e-02,-8.029792308807373047e-01,-1.463322490453720093e-01
1.286659717559814453e+00,-9.828398376703262329e-02,-8.935102224349975586e-01,-1.458246707916259766e-01
1.273741483688354492e+00,-7.361812889575958252e-02,-8.597497940063476562e-01,-1.450680941343307495e-01
1.261342287063598633e+00,-9.389360994100570679e-02,-7.885245680809020996e-01,-1.432731300592422485e-01
1.293532490730285645e+00,-8.736880868673324585e-02,-8.356228470802307129e-01,-1.428822129964828491e-01
1.280569791793823242e+00,-8.475763350725173950e-02,-8.300198912620544434e-01,-1.426183134317398071e-01
1.271192908287048340e+00,-8.374957740306854248e-02,-7.342587709426879883e-01,-1.425178349018096924e-01
1.293564081192016602e+00,-9.100127220153808594e-02,-8.615466356277465820e-01,-1.410198956727981567e-01
1.271216034889221191e+00,-7.616813480854034424e-02,-6.449647545814514160e-01,-1.406718939542770386e-01
1.306103229522705078e+00,-9.032057225704193115e-02,-6.400648951530456543e-01,-1.413434296846389771e-01
1.311512589454650879e+00,-8.939071744680404663e-02,-5.508609414100646973e-01,-1.401484459638595581e-01
1.331718087196350098e+00,-8.495901525020599365e-02,-6.339595913887023926e-01,-1.410920917987823486e-01
1.323290109634399414e+00,-9.164851158857345581e-02,-6.334769129753112793e-01,-1.417879313230514526e-01
1.330311417579650879e+00,-9.039644896984100342e-02,-5.496753454208374023e-01,-1.405815929174423218e-01
1.343563199043273926e+00,-8.926352858543395996e-02,-6.236511468887329102e-01,-1.418652981519699097e-01
1.349949359893798828e+00,-9.367024898529052734e-02,-6.097694635391235352e-01,-1.430655419826507568e-01
1.347512364387512207e+00,-8.264799416065216064e-02,-6.124828457832336426e-01,-1.253670603036880493e-01
1.351441144943237305e+00,-8.093787729740142822e-02,-6.515640020370483398e-01,-1.214187815785408020e-01
1.345289826393127441e+00,-8.005248010158538818e-02,-5.353994965553283691e-01,-1.223604902625083923e-01
1.366597294807434082e+00,-8.116184175014495850e-02,-4.849050045013427734e-01,-1.237494945526123047e-01
1.374574542045593262e+00,-8.195380121469497681e-02,-5.035544037818908691e-01,-1.256027221679687500e-01
1.377445936203002930e+00,-8.257948607206344604e-02,-5.839974284172058105e-01,-1.242622807621955872e-01
1.382864832878112793e+00,-8.415704220533370972e-02,-4.831775426864624023e-01,-1.260139048099517822e-01
1.394429445266723633e+00,-8.126761019229888916e-02,-5.093750953674316406e-01,-1.249439567327499390e-01
