v_x,v_y,omega,delta
1.418957829475402832e+00,1.332712322473526001e-01,1.620626926422119141e+00,2.037670463323593140e-01
1.427910804748535156e+00,1.376016288995742798e-01,1.680406689643859863e+00,2.031241953372955322e-01
1.419033050537109375e+00,1.307065337896347046e-01,1.746402859687805176e+00,2.012924700975418091e-01
1.407840728759765625e+00,1.234000995755195618e-01,1.801031351089477539e+00,2.001394033432006836e-01
1.414580225944519043e+00,1.255048811435699463e-01,1.638529777526855469e+00,1.986940652132034302e-01
1.422514081001281738e+00,1.280618757009506226e-01,1.614875793457031250e+00,1.968302875757217407e-01
1.412912607192993164e+00,1.201074644923210144e-01,1.669287919998168945e+00,1.955533474683761597e-01
1.419396519660949707e+00,1.239195093512535095e-01,1.641093373298645020e+00,1.941919922828674316e-01
1.434459447860717773e+00,1.295949369668960571e-01,1.725248813629150391e+00,1.923240125179290771e-01
1.421486377716064453e+00,1.170237660408020020e-01,1.716645479202270508e+00,1.906996220350265503e-01
1.423749804496765137e+00,1.179435625672340393e-01,1.608459472656250000e+00,1.884963512420654297e-01
1.436463713645935059e+00,1.231518462300300598e-01,1.763337254524230957e+00,1.870795637369155884e-01
1.424708724021911621e+00,1.078871041536331177e-01,1.803820133209228516e+00,1.848255842924118042e-01
1.430612206459045410e+00,1.092784926295280457e-01,1.774862885475158691e+00,1.821583062410354614e-01
1.438558816909790039e+00,1.109974458813667297e-01,1.705362558364868164e+00,1.797707974910736084e-01
1.445366501808166504e+00,1.315113306045532227e-01,1.656201124191284180e+00,1.971215456724166870e-01
1.422237277030944824e+00,1.039513126015663147e-01,1.508529067039489746e+00,1.973730027675628662e-01
1.444076538085937500e+00,1.326816082000732422e-01,1.461198091506958008e+00,1.964755356311798096e-01
1.457577347755432129e+00,1.303564757108688354e-01,1.402635574340820312e+00,1.957152634859085083e-01
1.453170895576477051e+00,1.290279775857925415e-01,1.434679746627807617e+00,1.951558887958526611e-01
1.451143622398376465e+00,1.259700506925582886e-01,1.356133937835693359e+00,1.944296211004257202e-01
1.457121610641479492e+00,1.310822516679763794e-01,1.176888108253479004e+00,1.937533617019653320e-01
1.476306080818176270e+00,1.387763917446136475e-01,1.182682514190673828e+00,1.937851905822753906e-01
1.468404769897460938e+00,1.359967440366744995e-01,1.251276016235351562e+00,1.935030221939086914e-01
1.459834575653076172e+00,1.329796910285949707e-01,1.064523339271545410e+00,1.935810744762420654e-01
1.478094100952148438e+00,1.403602361679077148e-01,1.087827444076538086e+00,1.939138174057006836e-01
1.471148133277893066e+00,1.396088600158691406e-01,9.968451857566833496e-01,1.941691190004348755e-01
1.483937263488769531e+00,1.415964961051940918e-01,9.334915876388549805e-01,1.948343664407730103e-01
1.482849001884460449e+00,1.413076817989349365e-01,8.740637302398681641e-01,1.949467658996582031e-01
1.488819479942321777e+00,1.401442438364028931e-01,8.548360466957092285e-01,1.959836632013320923e-01
1.481332659721374512e+00,1.415779590606689453e-01,8.366536498069763184e-01,1.970338970422744751e-01
1.483965992927551270e+00,1.418074518442153931e-01,1.005335330963134766e+00,1.978406310081481934e-01
1.473386049270629883e+00,1.439865082502365112e-01,9.198139905929565430e-01,1.983382403850555420e-01
1.478109955787658691e+00,1.434520781040191650e-01,6.591729521751403809e-01,1.986961513757705688e-01
1.485459327697753906e+00,1.398418694734573364e-01,7.233866453170776367e-01,2.002055197954177856e-01
1.484272003173828125e+00,1.265636384487152100e-01,7.149313688278198242e-01,1.807388067245483398e-01
1.481878280639648438e+00,1.281534284353256226e-01,7.098608613014221191e-01,1.800724267959594727e-01
1.483114242553710938e+00,1.278418451547622681e-01,6.271280646324157715e-01,1.807565540075302124e-01
1.486929774284362793e+00,1.257369518280029297e-01,6.266501545906066895e-01,1.813159286975860596e-01
1.491786360740661621e+00,1.248066648840904236e-01,6.206368803977966309e-01,1.823499202728271484e-01
1.483951568603515625e+00,1.295504868030548096e-01,5.549853444099426270e-01,1.834464371204376221e-01
1.486350536346435547e+00,1.269418299198150635e-01,5.191230773925781250e-01,1.842603236436843872e-01
1.487088203430175781e+00,1.248867809772491455e-01,5.905658602714538574e-01,1.857371628284454346e-01
1.484741330146789551e+00,1.314598023891448975e-01,4.604953527450561523e-01,1.865255981683731079e-01
1.488025784492492676e+00,1.231239810585975647e-01,5.177266001701354980e-01,1.880676746368408203e-01
1.489869952201843262e+00,1.253557205200195312e-01,3.913460671901702881e-01,1.897332966327667236e-01
1.486796498298645020e+00,1.210641488432884216e-01,4.718057215213775635e-01,1.910466700792312622e-01
1.487065792083740234e+00,1.320479065179824829e-01,4.444015324115753174e-01,1.928694248199462891e-01
1.489342927932739258e+00,1.300952136516571045e-01,4.211467206478118896e-01,1.946186870336532593e-01
1.489730238914489746e+00,1.338167935609817505e-01,2.219527959823608398e-01,1.957439184188842773e-01
1.487776875495910645e+00,1.301420181989669800e-01,2.665430009365081787e-01,1.980059295892715454e-01
1.492388844490051270e+00,1.333204507827758789e-01,2.436786293983459473e-01,1.995234489440917969e-01
1.496176600456237793e+00,1.339514553546905518e-01,2.656362056732177734e-01,2.018008381128311157e-01
1.503029942512512207e+00,1.249187365174293518e-01,2.371316999197006226e-01,2.040444463491439819e-01
1.500366330146789551e+00,1.253540813922882080e-01,2.664496302604675293e-01,2.057937979698181152e-01
1.499679565429687500e+00,1.045052781701087952e-01,2.433159202337265015e-01,1.564092785120010376e-01
1.501794099807739258e+00,1.012930124998092651e-01,2.247868180274963379e-01,1.542954295873641968e-01
1.501693964004516602e+00,1.028696596622467041e-01,7.889757305383682251e-02,1.555342674255371094e-01
1.496584296226501465e+00,1.000527814030647278e-01,7.592072337865829468e-02,1.563194394111633301e-01
1.497802972793579102e+00,1.007869839668273926e-01,2.949751615524291992e-01,1.584304571151733398e-01
1.508252501487731934e+00,1.052004247903823853e-01,2.705579400062561035e-01,1.599500030279159546e-01
1.506678819656372070e+00,1.097108945250511169e-01,1.137340217828750610e-01,1.602598130702972412e-01
1.502073287963867188e+00,1.083010062575340271e-01,2.707915604114532471e-01,1.623084694147109985e-01
1.512176632881164551e+00,1.136236414313316345e-01,1.547103375196456909e-01,1.640394479036331177e-01
1.508084535598754883e+00,1.079044267535209656e-01,3.126657307147979736e-01,1.659934073686599731e-01
1.513916134834289551e+00,1.157554760575294495e-01,2.593529522418975830e-01,1.663641631603240967e-01
1.508573412895202637e+00,1.184284463524818420e-01,2.474778890609741211e-01,1.681920886039733887e-01
1.508792400360107422e+00,1.183332428336143494e-01,1.892241388559341431e-01,1.701952219009399414e-01
1.508158445358276367e+00,1.180676966905593872e-01,2.669764757156372070e-01,1.723386198282241821e-01
1.509805202484130859e+00,1.217455863952636719e-01,2.418445944786071777e-01,1.743053793907165527e-01
1.511010408401489258e+00,1.233011335134506226e-01,1.712346374988555908e-01,1.749057024717330933e-01
1.511501431465148926e+00,1.144439727067947388e-01,2.925736606121063232e-01,1.771160662174224854e-01
1.516536474227905273e+00,1.197744235396385193e-01,2.411017566919326782e-01,1.791407465934753418e-01
1.512836337089538574e+00,1.295540183782577515e-01,2.325303256511688232e-01,1.813429594039916992e-01
1.510804295539855957e+00,1.279315948486328125e-01,2.144026756286621094e-01,1.835287362337112427e-01
1.506854414939880371e+00,8.836925029754638672e-02,2.431737780570983887e-01,1.293575465679168701e-01
1.506527781486511230e+00,9.106747061014175415e-02,2.998895645141601562e-01,1.264696121215820312e-01
1.507784008979797363e+00,9.038049727678298950e-02,3.461741507053375244e-01,1.269268989562988281e-01
1.503850340843200684e+00,9.267640858888626099e-02,3.724285364151000977e-01,1.274912804365158081e-01
1.507965207099914551e+00,8.919135481119155884e-02,3.877269923686981201e-01,1.260172426700592041e-01
1.504423260688781738e+00,9.150707721710205078e-02,5.773536562919616699e-01,1.264853626489639282e-01
1.499967455863952637e+00,9.251607209444046021e-02,4.519960284233093262e-01,1.266830265522003174e-01
1.500573635101318359e+00,9.227825701236724854e-02,4.135568439960479736e-01,1.270046532154083252e-01
1.504410982131958008e+00,9.129624813795089722e-02,6.017274260520935059e-01,1.277504265308380127e-01
1.499819993972778320e+00,9.200062602758407593e-02,6.363636255264282227e-01,1.255086809396743774e-01
1.498785734176635742e+00,9.210381656885147095e-02,5.553469657897949219e-01,1.256915628910064697e-01
1.497932076454162598e+00,9.190110862255096436e-02,4.663282036781311035e-01,1.259491890668869019e-01
1.501930475234985352e+00,9.178579598665237427e-02,5.028197765350341797e-01,1.266495287418365479e-01
1.498096704483032227e+00,8.966485410928726196e-02,6.553014516830444336e-01,1.248333975672721863e-01
1.486281514167785645e+00,9.046899527311325073e-02,4.874534904956817627e-01,1.248281523585319519e-01
1.498460769653320312e+00,8.862317353487014771e-02,5.282673239707946777e-01,1.254146546125411987e-01
1.495088577270507812e+00,8.808357268571853638e-02,6.445378065109252930e-01,1.231305003166198730e-01
1.485796928405761719e+00,8.907098323106765747e-02,6.615121960639953613e-01,1.231726706027984619e-01
1.487662911415100098e+00,8.932114392518997192e-02,7.114292383193969727e-01,1.233629286289215088e-01
1.485217213630676270e+00,8.691787719726562500e-02,7.068312168121337891e-01,1.207945346832275391e-01
1.484247446060180664e+00,7.684762030839920044e-02,8.334415555000305176e-01,1.083285436034202576e-01
1.471163630485534668e+00,6.979801505804061890e-02,7.710726857185363770e-01,1.045422628521919250e-01
1.476292252540588379e+00,7.211000472307205200e-02,7.868492603302001953e-01,1.042936816811561584e-01
1.477048873901367188e+00,7.202731072902679443e-02,8.186916708946228027e-01,1.041171550750732422e-01
1.472619533538818359e+00,6.717392057180404663e-02,7.918592691421508789e-01,1.008094549179077148e-01
1.474729061126708984e+00,6.905239075422286987e-02,7.023844122886657715e-01,1.006359830498695374e-01
1.474713802337646484e+00,6.885159760713577271e-02,8.509640693664550781e-01,1.007690429687500000e-01
1.472365975379943848e+00,6.710888445377349854e-02,7.979745268821716309e-01,1.001503318548202515e-01
1.476671218872070312e+00,6.603913754224777222e-02,9.128772616386413574e-01,9.688927978277206421e-02
1.462587237358093262e+00,5.882607772946357727e-02,8.893928527832031250e-01,9.650475531816482544e-02
1.473915338516235352e+00,6.455470621585845947e-02,8.571615815162658691e-01,9.606731683015823364e-02
1.472915649414062500e+00,5.912636965513229370e-02,9.620039463043212891e-01,9.269280731678009033e-02
1.462353587150573730e+00,5.504370108246803284e-02,7.774015665054321289e-01,9.216225892305374146e-02
1.471426010131835938e+00,6.181553378701210022e-02,7.760225534439086914e-01,9.212976694107055664e-02
1.478138804435729980e+00,6.266623735427856445e-02,1.173737287521362305e+00,9.195928275585174561e-02
1.464137196540832520e+00,5.074269697070121765e-02,1.137071013450622559e+00,8.716712892055511475e-02
1.467337608337402344e+00,5.292606353759765625e-02,9.962258338928222656e-01,8.651080727577209473e-02
1.477949857711791992e+00,5.514490976929664612e-02,9.424289464950561523e-01,8.607010543346405029e-02
1.474408030509948730e+00,4.923195764422416687e-02,1.038078308105468750e+00,8.234816044569015503e-02
1.471222043037414551e+00,4.423323273658752441e-02,1.005115747451782227e+00,8.154912292957305908e-02
1.491506934165954590e+00,8.537829667329788208e-02,1.073012113571166992e+00,1.150595769286155701e-01
1.484135031700134277e+00,7.630772888660430908e-02,1.045179009437561035e+00,1.179706975817680359e-01
1.489456176757812500e+00,7.808346301317214966e-02,9.808532595634460449e-01,1.153722032904624939e-01
1.494250416755676270e+00,7.950118929147720337e-02,9.892339706420898438e-01,1.161631494760513306e-01
1.494472861289978027e+00,7.987298816442489624e-02,1.057428121566772461e+00,1.168320998549461365e-01
1.476362347602844238e+00,6.904260814189910889e-02,1.067838072776794434e+00,1.171007379889488220e-01
1.494013667106628418e+00,8.095576614141464233e-02,1.164919257164001465e+00,1.170468628406524658e-01
1.483492016792297363e+00,6.587329506874084473e-02,9.720677733421325684e-01,1.138445436954498291e-01
1.506023287773132324e+00,8.139496296644210815e-02,1.103981375694274902e+00,1.142354756593704224e-01
1.488925933837890625e+00,6.889194995164871216e-02,1.211386919021606445e+00,1.140322461724281311e-01
1.488671541213989258e+00,6.818784773349761963e-02,1.033988118171691895e+00,1.132237985730171204e-01
1.501665830612182617e+00,7.754663378000259399e-02,1.153648853302001953e+00,1.130486652255058289e-01
1.494926095008850098e+00,7.182754576206207275e-02,1.095937132835388184e+00,1.122114807367324829e-01
1.497202038764953613e+00,7.020281255245208740e-02,1.087374448776245117e+00,1.090826168656349182e-01
1.495759010314941406e+00,6.841603666543960571e-02,1.213362097740173340e+00,1.084880381822586060e-01
1.485956788063049316e+00,5.941128358244895935e-02,1.082946062088012695e+00,1.072833240032196045e-01
1.505032300949096680e+00,7.144269347190856934e-02,1.233384490013122559e+00,1.063406988978385925e-01
1.487738609313964844e+00,5.366856232285499573e-02,1.143974781036376953e+00,1.048938259482383728e-01
1.500833988189697266e+00,6.395624577999114990e-02,1.290971398353576660e+00,1.034569665789604187e-01
1.486102819442749023e+00,4.565235972404479980e-02,1.037951827049255371e+00,1.014368906617164612e-01
1.525861024856567383e+00,1.103930100798606873e-01,1.187310934066772461e+00,1.451926678419113159e-01
1.512565016746520996e+00,1.011422649025917053e-01,1.112346053123474121e+00,1.481336355209350586e-01
1.509735465049743652e+00,1.027464196085929871e-01,1.108313322067260742e+00,1.484481543302536011e-01
1.508391857147216797e+00,1.000114306807518005e-01,1.197466731071472168e+00,1.470163464546203613e-01
1.493803143501281738e+00,9.205729514360427856e-02,1.127370119094848633e+00,1.466800719499588013e-01
1.490591645240783691e+00,9.414529800415039062e-02,1.162499547004699707e+00,1.464994102716445923e-01
1.486410856246948242e+00,8.838376402854919434e-02,1.184394478797912598e+00,1.460614055395126343e-01
1.492238163948059082e+00,9.391172230243682861e-02,1.228839278221130371e+00,1.453666239976882935e-01
1.482226133346557617e+00,8.670391142368316650e-02,1.024359345436096191e+00,1.445368975400924683e-01
1.497487425804138184e+00,9.989564120769500732e-02,1.231809377670288086e+00,1.432292014360427856e-01
1.476781129837036133e+00,8.425062149763107300e-02,1.073113560676574707e+00,1.423935741186141968e-01
1.487655162811279297e+00,9.758829325437545776e-02,1.154684782028198242e+00,1.418320089578628540e-01
1.476359367370605469e+00,8.966664969921112061e-02,1.139768123626708984e+00,1.409598141908645630e-01
1.470192790031433105e+00,8.805985748767852783e-02,9.983531236648559570e-01,1.393061131238937378e-01
1.481321930885314941e+00,9.524837881326675415e-02,1.072784066200256348e+00,1.385090500116348267e-01
1.466157317161560059e+00,8.360371738672256470e-02,1.139353990554809570e+00,1.371696740388870239e-01
1.441110134124755859e+00,6.459154933691024780e-02,1.154661774635314941e+00,1.352968662977218628e-01
1.438054561614990234e+00,7.256534695625305176e-02,9.263623952865600586e-01,1.331392526626586914e-01
1.464895367622375488e+00,9.156415611505508423e-02,1.010050415992736816e+00,1.318810880184173584e-01
1.456643700599670410e+00,7.728197425603866577e-02,8.626333475112915039e-01,1.299842149019241333e-01
1.476502656936645508e+00,1.117342486977577209e-01,8.444610238075256348e-01,1.556968986988067627e-01
1.478345155715942383e+00,1.119318753480911255e-01,1.036364197731018066e+00,1.562162041664123535e-01
1.456973075866699219e+00,1.030606776475906372e-01,1.119961619377136230e+00,1.542172878980636597e-01
1.436517953872680664e+00,9.160218387842178345e-02,1.031606793403625488e+00,1.532530039548873901e-01
1.451583147048950195e+00,1.039025634527206421e-01,9.990283846855163574e-01,1.511035114526748657e-01
1.452697396278381348e+00,1.001957729458808899e-01,1.000569939613342285e+00,1.487745195627212524e-01
1.451505661010742188e+00,9.683652967214584351e-02,1.056689977645874023e+00,1.459897458553314209e-01
1.433776855468750000e+00,8.595378696918487549e-02,9.790375828742980957e-01,1.447233855724334717e-01
1.455024003982543945e+00,1.208750233054161072e-01,8.664572238922119141e-01,1.684119403362274170e-01
1.465440273284912109e+00,1.210474297404289246e-01,9.698918461799621582e-01,1.696639209985733032e-01
1.448356747627258301e+00,1.186398789286613464e-01,9.951817989349365234e-01,1.691739261150360107e-01
1.445099115371704102e+00,1.190545558929443359e-01,9.848338961601257324e-01,1.702006906270980835e-01
1.436126470565795898e+00,1.170737072825431824e-01,9.548035264015197754e-01,1.697028726339340210e-01
1.438070416450500488e+00,1.195372864603996277e-01,8.791643977165222168e-01,1.708143651485443115e-01
1.449510455131530762e+00,1.207512766122817993e-01,1.085246682167053223e+00,1.706816703081130981e-01
1.429711818695068359e+00,1.163607090711593628e-01,1.057943820953369141e+00,1.712538301944732666e-01
1.430887341499328613e+00,1.184483319520950317e-01,9.330741167068481445e-01,1.720325648784637451e-01
1.442302823066711426e+00,1.210333779454231262e-01,9.480004906654357910e-01,1.717029660940170288e-01
1.436896443367004395e+00,1.209530532360076904e-01,8.257875442504882812e-01,1.727628260850906372e-01
1.453567385673522949e+00,1.231762245297431946e-01,7.813731431961059570e-01,1.743085235357284546e-01
1.457251906394958496e+00,1.247175484895706177e-01,8.040283322334289551e-01,1.788764744997024536e-01
1.458930730819702148e+00,1.262233853340148926e-01,8.388567566871643066e-01,1.800613552331924438e-01
1.450448155403137207e+00,1.277237683534622192e-01,8.770444989204406738e-01,1.813906729221343994e-01
1.447357416152954102e+00,1.286798268556594849e-01,9.243650436401367188e-01,1.828830093145370483e-01
1.407794713973999023e+00,1.760342717170715332e-02,9.406221508979797363e-01,8.006101101636886597e-02
1.407030463218688965e+00,3.792596980929374695e-02,1.058789014816284180e+00,7.277431339025497437e-02
1.427949428558349609e+00,1.370765566825866699e-01,9.751730561256408691e-01,1.851932108402252197e-01
1.437343120574951172e+00,1.315485537052154541e-01,1.089058160781860352e+00,1.863282918930053711e-01
1.396210670471191406e+00,7.984564639627933502e-03,9.720889925956726074e-01,5.410487204790115356e-02
1.434249639511108398e+00,1.352976709604263306e-01,1.077247738838195801e+00,1.871440559625625610e-01
1.423374056816101074e+00,1.294983923435211182e-01,1.026993632316589355e+00,1.879387795925140381e-01
1.390649914741516113e+00,1.042195013724267483e-03,1.021508216857910156e+00,3.384241461753845215e-02
1.388104557991027832e+00,-4.826076328754425049e-03,1.005948781967163086e+00,2.465968765318393707e-02
1.425879836082458496e+00,1.412487775087356567e-01,1.034206748008728027e+00,1.904152333736419678e-01
1.428342700004577637e+00,1.340097784996032715e-01,1.040030479431152344e+00,1.913583725690841675e-01
1.395467042922973633e+00,-1.224190928041934967e-02,9.241094589233398438e-01,1.486816909164190292e-03
1.390871405601501465e+00,-2.092745527625083923e-02,1.027959346771240234e+00,-8.014372549951076508e-03
1.425640940666198730e+00,1.478404402732849121e-01,1.109258174896240234e+00,1.941128522157669067e-01
1.419550776481628418e+00,1.329274624586105347e-01,9.952815175056457520e-01,1.947713941335678101e-01
1.407910346984863281e+00,-2.337096817791461945e-02,9.634836316108703613e-01,-3.521113097667694092e-02
1.432339906692504883e+00,1.427169144153594971e-01,1.040979743003845215e+00,1.920559406280517578e-01
1.432326197624206543e+00,1.347867846488952637e-01,9.613951444625854492e-01,1.923401355743408203e-01
1.416327118873596191e+00,-5.780133232474327087e-02,1.129342675209045410e+00,-8.336686342954635620e-02
1.429271578788757324e+00,1.477211266756057739e-01,8.887396454811096191e-01,1.932086795568466187e-01
1.449838638305664062e+00,1.369370818138122559e-01,1.037693142890930176e+00,1.943188160657882690e-01
1.419122099876403809e+00,-7.075334340333938599e-02,9.559485316276550293e-01,-1.136896163225173950e-01
1.420733928680419922e+00,-8.958112448453903198e-02,9.687122106552124023e-01,-1.259663254022598267e-01
1.424747228622436523e+00,-9.992589056491851807e-02,1.080916643142700195e+00,-1.380164325237274170e-01
1.431852459907531738e+00,1.567763090133666992e-01,1.066552400588989258e+00,1.982989460229873657e-01
1.436910748481750488e+00,1.394899636507034302e-01,9.750809073448181152e-01,1.989720463752746582e-01
1.431216359138488770e+00,-1.199610382318496704e-01,1.106306195259094238e+00,-1.699821501970291138e-01
1.435353398323059082e+00,-1.343216449022293091e-01,1.017483353614807129e+00,-1.819252818822860718e-01
1.436898708343505859e+00,1.558931767940521240e-01,1.031032204627990723e+00,2.014476656913757324e-01
1.434743404388427734e+00,-1.482034772634506226e-01,9.278494715690612793e-01,-2.062278538942337036e-01
1.437491536140441895e+00,-1.616512089967727661e-01,1.128572583198547363e+00,-2.164806425571441650e-01
1.447590351104736328e+00,-1.702299416065216064e-01,9.311043620109558105e-01,-2.274082601070404053e-01
1.438111424446105957e+00,-1.776878088712692261e-01,1.081517577171325684e+00,-2.380289137363433838e-01
1.440888166427612305e+00,-1.847692877054214478e-01,9.673871397972106934e-01,-2.476273477077484131e-01
1.443303346633911133e+00,-1.921353489160537720e-01,1.134888768196105957e+00,-2.565619945526123047e-01
1.460308432579040527e+00,-2.012158185243606567e-01,1.056678533554077148e+00,-2.652456462383270264e-01
1.446570754051208496e+00,-2.016280740499496460e-01,1.015104055404663086e+00,-2.706413567066192627e-01
1.444654941558837891e+00,-2.070432752370834351e-01,1.011681199073791504e+00,-2.769288718700408936e-01
1.447186708450317383e+00,-2.114767283201217651e-01,1.098796486854553223e+00,-2.830100357532501221e-01
1.450184702873229980e+00,-2.143398523330688477e-01,1.016447424888610840e+00,-2.889170646667480469e-01
1.442088246345520020e+00,-2.197324782609939575e-01,1.110270857810974121e+00,-2.941932380199432373e-01
1.446387290954589844e+00,-2.200734019279479980e-01,1.175222992897033691e+00,-2.991257309913635254e-01
1.458891272544860840e+00,-2.104381918907165527e-01,1.208771944046020508e+00,-3.025193214416503906e-01
1.459508776664733887e+00,-2.167593240737915039e-01,1.082156062126159668e+00,-3.067899346351623535e-01
1.446375966072082520e+00,-2.279426902532577515e-01,9.813688993453979492e-01,-3.099675774574279785e-01
1.450739979743957520e+00,-2.236831039190292358e-01,1.097680687904357910e+00,-3.126976191997528076e-01
1.454608678817749023e+00,-2.269761711359024048e-01,1.042537331581115723e+00,-3.147272169589996338e-01
1.452439308166503906e+00,-2.261452525854110718e-01,1.102923393249511719e+00,-3.164052069187164307e-01
1.444588541984558105e+00,-2.343364804983139038e-01,1.019685626029968262e+00,-3.180166184902191162e-01
1.446916937828063965e+00,-2.329182475805282593e-01,1.098367571830749512e+00,-3.192200660705566406e-01
1.451905965805053711e+00,-2.252979129552841187e-01,1.022044301033020020e+00,-3.200880587100982666e-01
1.442079067230224609e+00,-2.320336699485778809e-01,8.281885981559753418e-01,-3.208332955837249756e-01
1.436313509941101074e+00,-2.368881851434707642e-01,9.189893603324890137e-01,-3.211287558078765869e-01
1.445169329643249512e+00,-2.333031147718429565e-01,1.070990324020385742e+00,-3.208853602409362793e-01
1.446329832077026367e+00,-2.317536175251007080e-01,1.030784726142883301e+00,-3.205316364765167236e-01
1.464503049850463867e+00,-2.387096136808395386e-01,1.000890731811523438e+00,-3.202436268329620361e-01
1.439727663993835449e+00,-2.317858785390853882e-01,1.127907872200012207e+00,-3.158676028251647949e-01
1.446687579154968262e+00,-2.277937829494476318e-01,1.061839580535888672e+00,-3.158163130283355713e-01
1.443574786186218262e+00,-2.313445359468460083e-01,1.091919064521789551e+00,-3.165875375270843506e-01
1.450232625007629395e+00,-2.255383431911468506e-01,1.095268130302429199e+00,-3.175898492336273193e-01
1.453435301780700684e+00,-2.259402573108673096e-01,9.863183498382568359e-01,-3.184301853179931641e-01
1.446790695190429688e+00,-2.320683151483535767e-01,9.627534151077270508e-01,-3.186848163604736328e-01
1.444147706031799316e+00,-2.324457764625549316e-01,9.526402950286865234e-01,-3.192051053047180176e-01
1.448614358901977539e+00,-2.270347476005554199e-01,1.100357174873352051e+00,-3.198246359825134277e-01
1.454905867576599121e+00,-2.226139456033706665e-01,1.136651635169982910e+00,-3.205337524414062500e-01
1.448943734169006348e+00,-2.344748675823211670e-01,1.229331254959106445e+00,-3.208786845207214355e-01
1.446611166000366211e+00,-2.344086915254592896e-01,9.617248177528381348e-01,-3.207563161849975586e-01
1.441437005996704102e+00,-2.301624119281768799e-01,1.039507627487182617e+00,-3.207451999187469482e-01
1.444716095924377441e+00,-2.229555100202560425e-01,1.068719625473022461e+00,-3.212941288948059082e-01
1.444116234779357910e+00,-2.234306633472442627e-01,9.816696643829345703e-01,-3.213992416858673096e-01
1.437592625617980957e+00,-2.257635742425918579e-01,9.125241637229919434e-01,-3.208717703819274902e-01
1.442285180091857910e+00,-2.239959388971328735e-01,1.154718279838562012e+00,-3.203631341457366943e-01
1.451417088508605957e+00,-2.191710472106933594e-01,1.213931322097778320e+00,-3.194182217121124268e-01
1.455021977424621582e+00,-2.208526581525802612e-01,1.087335348129272461e+00,-3.187943398952484131e-01
1.459926486015319824e+00,-2.207188010215759277e-01,9.999060630798339844e-01,-3.174144923686981201e-01
1.486139416694641113e+00,-2.275482863187789917e-01,1.060826539993286133e+00,-3.158440589904785156e-01
1.469637393951416016e+00,-2.148651182651519775e-01,1.143607378005981445e+00,-3.124551475048065186e-01
1.470973968505859375e+00,-2.185600996017456055e-01,1.194242477416992188e+00,-3.110960423946380615e-01
1.475470066070556641e+00,-2.186034917831420898e-01,1.049193859100341797e+00,-3.109861314296722412e-01
1.472660064697265625e+00,-2.217301875352859497e-01,1.181693434715270996e+00,-3.113159239292144775e-01
1.475762128829956055e+00,-2.230441123247146606e-01,9.995824694633483887e-01,-3.114841282367706299e-01
1.479281187057495117e+00,-2.226189970970153809e-01,1.053838729858398438e+00,-3.114296197891235352e-01
1.483308792114257812e+00,-2.252703905105590820e-01,1.117805123329162598e+00,-3.117578923702239990e-01
1.495115160942077637e+00,-2.220353484153747559e-01,1.017804384231567383e+00,-3.115250766277313232e-01
1.492448091506958008e+00,-2.235831767320632935e-01,1.060141444206237793e+00,-3.116580545902252197e-01
1.488885045051574707e+00,-2.274130135774612427e-01,1.085670232772827148e+00,-3.119607269763946533e-01
1.493342638015747070e+00,-2.285286933183670044e-01,9.914751648902893066e-01,-3.121023774147033691e-01
1.496811866760253906e+00,-2.285958379507064819e-01,1.090290427207946777e+00,-3.120144307613372803e-01
1.500373959541320801e+00,-2.292229384183883667e-01,9.803041219711303711e-01,-3.120503723621368408e-01
1.503794908523559570e+00,-2.301124036312103271e-01,1.081297278404235840e+00,-3.119748234748840332e-01
1.503284931182861328e+00,-2.313591837882995605e-01,1.032388806343078613e+00,-3.119218945503234863e-01
1.502136111259460449e+00,-2.350499331951141357e-01,9.988394975662231445e-01,-3.122483193874359131e-01
1.501869797706604004e+00,-2.394472509622573853e-01,1.092695951461791992e+00,-3.124403655529022217e-01
1.499865889549255371e+00,-2.430885136127471924e-01,1.027725577354431152e+00,-3.127467036247253418e-01
1.494739294052124023e+00,-2.457704544067382812e-01,9.311729669570922852e-01,-3.130396902561187744e-01
1.521737575531005859e+00,-2.520284354686737061e-01,8.471794128417968750e-01,-3.132930994033813477e-01
1.491585135459899902e+00,-2.352046668529510498e-01,1.035281181335449219e+00,-2.939327359199523926e-01
1.491218090057373047e+00,-2.332183569669723511e-01,1.024173974990844727e+00,-2.916062772274017334e-01
1.492935299873352051e+00,-2.315716296434402466e-01,1.064571022987365723e+00,-2.914251983165740967e-01
1.488045334815979004e+00,-2.293208390474319458e-01,8.617166280746459961e-01,-2.914242446422576904e-01
1.489342808723449707e+00,-2.289717346429824829e-01,9.166166782379150391e-01,-2.917397618293762207e-01
1.489605069160461426e+00,-2.264254391193389893e-01,8.324245214462280273e-01,-2.912209630012512207e-01
1.486255764961242676e+00,-2.266897410154342651e-01,9.231408834457397461e-01,-2.913447320461273193e-01
1.482457518577575684e+00,-2.256753444671630859e-01,9.233332872390747070e-01,-2.911272644996643066e-01
1.482023596763610840e+00,-2.250153273344039917e-01,9.255582094192504883e-01,-2.911280691623687744e-01
1.479422688484191895e+00,-2.238196432590484619e-01,7.748233079910278320e-01,-2.911972105503082275e-01
1.478431224822998047e+00,-2.234982699155807495e-01,9.041622877120971680e-01,-2.909825742244720459e-01
1.478105306625366211e+00,-2.226229012012481689e-01,7.971423268318176270e-01,-2.907541692256927490e-01
