time_step,trust_sample,gamma_cross,gamma_local,v_score,d_score,a_score,beacon_score,final_score
120,0.029286745771741913,1.1965212904356237e-63,0.2586633060557854,1.0,0,1.0,1,0.00014961775914177814
121,0.028234902596185392,5.61124292919759e-70,0.243758200862214,1.0,0,1.0,1,0.00014355822348838924
122,0.027251602613103505,1.019844835011708e-76,0.22948051341981918,1.0,0,1.0,1,0.0001379081534756495
123,0.026330807084200655,6.413998646841881e-84,0.21585258110960223,1.0,0,1.0,1,0.0001326306937532882
124,0.02546713410210223,1.0518602210196078e-91,0.20288054410387324,1.0,0,1.0,1,0.0001276930584322703
125,0.02465577482380487,1.698243919983919e-99,0.19056227574880844,1.0,0,1.0,1,0.00012306600581027472
126,0.023892421815516436,3.4840667265418483e-106,0.1788936275559425,1.0,0,1.0,1,0.00011872338985565409
127,0.023173207570678294,1.2988575117671172e-111,0.16789050947737602,1.0,0,1.0,1,0.00011464177604161265
128,0.02249465160000946,4.594083456502084e-116,0.15756411865844808,1.0,0,1.0,1,0.00011080011130207998
129,0.0218536147667267,1.0998436554528596e-119,0.14790408343494726,1.0,0,1.0,1,0.00010717943965041052
130,0.02124725976400701,5.45681755514439e-123,0.13889958926623988,1.0,0,1.0,1,0.00010376265644318666
131,0.02067301681507436,2.0002015051989145e-126,0.13052822282036672,1.0,0,1.0,1,0.00010053429544866943
132,0.02012855382681902,3.144761037586648e-130,0.12279110528348484,1.0,0,1.0,1,9.74803438441318e-05
133,0.019611750351831183,2.470592730596503e-134,0.11568109013253412,1.0,0,1.0,1,9.458808105925625e-05
134,0.019120674816137457,1.268939076000756e-138,0.10917244330358619,1.0,0,1.0,1,9.184593803655326e-05
135,0.018653564554771046,6.718170570732555e-143,0.10324172590954005,1.0,0,1.0,1,8.924337402042402e-05
136,0.018208808267801187,3.0902713002056727e-147,0.09785740283581346,1.0,0,1.0,1,8.677076843495122e-05
137,0.01778493056818896,1.1524030684861686e-151,0.09297684419248627,1.0,0,1.0,1,8.441932578357555e-05
138,0.01738057834192311,4.894293416614919e-156,0.08856365219640086,1.0,0,1.0,1,8.218099181507209e-05
139,0.016994508682021355,4.151423926224696e-160,0.08458446767977017,1.0,0,1.0,1,8.004837946065561e-05
140,0.016625578192542956,6.443751006524417e-164,0.08099878728364318,1.0,0,1.0,1,7.801470326552844e-05
141,0.016272733487874152,1.3127834582714623e-167,0.07776530115552859,1.0,0,1.0,1,7.60737212219854e-05
142,0.01593500273714156,4.8669355965137295e-171,0.07485112162029864,1.0,0,1.0,1,7.421968306622597e-05
143,0.015611488124434563,2.7524065330528017e-174,0.0722374238393214,1.0,0,1.0,1,7.244728423213264e-05
144,0.015301359113198052,8.991038066467847e-177,0.07001834153683469,1.0,0,1.0,1,7.075162476643276e-05
145,0.015003846418202911,2.324419793031796e-178,0.06820465898865645,1.0,0,1.0,1,6.912817260413664e-05
146,0.014718236601336154,2.7945904923941923e-179,0.0667464475217966,1.0,0,1.0,1,6.757273068363408e-05
147,0.01444386721842711,8.212301287067773e-180,0.0655736343375621,1.0,0,1.0,1,6.60814074495711e-05
148,0.014180122453729994,3.85426042084599e-180,0.06462205012251615,1.0,0,1.0,1,6.465059035046205e-05
149,0.013926429186760842,2.3398492766113767e-180,0.06384498369583545,1.0,0,1.0,1,6.327692198846899e-05
150,0.013682253443138635,1.6552228464585806e-180,0.06320774576379101,1.0,0,1.0,1,6.195727862217242e-05
151,0.013447097187077582,1.2909609876584002e-180,0.06268359626162107,1.0,0,1.0,1,6.068875076054902e-05
152,0.013220495418360307,1.073805447205545e-180,0.062251468144890326,1.0,0,1.0,1,5.94686256186515e-05
153,0.013002013541110968,9.337182942472746e-181,0.06189452742890457,1.0,0,1.0,1,5.829437123341467e-05
