time_step,trust_sample,gamma_cross,gamma_local,v_score,d_score,a_score,beacon_score,final_score
18,0.02395394111334601,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.0005737912948616483
19,0.022743741503911674,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.0005172777775967545
20,0.02165497227318773,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.0004689378241525294
21,0.020670634235512853,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.000427275119698356
22,0.019776721898491362,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.0003911187290502678
23,0.018961597158958954,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00035954216681864025
24,0.018215513114667452,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00033180491803062195
25,0.017530247782221644,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00030730958730608687
26,0.01689881933274733,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00028557009484083486
27,0.016315262515238835,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00026618779094115744
28,0.01577445151637845,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00024883332064257435
29,0.015271958423096813,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.0002332327140767977
30,0.014803939241401156,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00021915661706309704
31,0.014367041432449048,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.0002064118795217076
32,0.013958328389162132,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00019483493141968952
33,0.013575217353228223,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.0001842865261873887
34,0.01321542807278147,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00017464753914686054
35,0.012876940101742972,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00016581558638387628
36,0.012557957096539672,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.0001577022864385311
37,0.012256876812996337,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00015023102920896724
38,0.011972265773156883,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.0001433351477431038
39,0.011702837778634068,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00013695641207302474
40,0.011447435608459098,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00013104378200981732
41,0.011205015366126347,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00012555236935512756
42,0.010974633040661652,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00012044257037718243
43,0.010755432926132805,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00011567933742854167
44,0.010546637607637362,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00011123156482683073
45,0.010347539272924328,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00010707156900471134
46,0.010157492150095648,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,0.00010317464677925472
47,0.009975905905344768,1.267303879931733e-47,0.19455667449811453,1.0,0,1.0,1,9.951869863229262e-05
48,0.009802239862013788,1.157373639806818e-47,0.19474041169081263,1.0,0,1.0,1,9.608390631245207e-05
49,0.009635997924630015,3.619120709032721e-48,0.1968985207863198,1.0,0,1.0,1,9.285245600347397e-05
50,0.009476724109989437,9.144630239989368e-50,0.20222368915754907,1.0,0,1.0,1,8.980829985685508e-05
51,0.009323998602555936,3.4157288046403425e-52,0.21036621361991678,1.0,0,1.0,1,8.693694994046504e-05
52,0.009177434264048578,1.695733647650258e-54,0.22076464765331888,1.0,0,1.0,1,8.422529967093287e-05
53,0.009036673537577396,9.765660238473912e-56,0.2329972102268848,1.0,0,1.0,1,8.166146862475157e-05
54,0.008901385695448513,1.3474742806414635e-55,0.24696557310220388,1.0,0,1.0,1,7.92346672991354e-05
55,0.008771264387100935,2.4216907841407258e-54,0.2627736029189062,1.0,0,1.0,1,7.693507894842514e-05
56,0.008646025449811238,1.6351440251016615e-52,0.2805283675745704,1.0,0,1.0,1,7.475375607878363e-05
57,0.008525404950010545,1.3419843466513507e-50,0.29985612357252966,1.0,0,1.0,1,7.26825295616643e-05
58,0.008409157427465397,5.623651479452853e-49,0.319352687256661,1.0,0,1.0,1,7.071392863989645e-05
59,0.008297054318314838,6.817113983158911e-48,0.3387449971259629,1.0,0,1.0,1,6.88411103610669e-05
60,0.008188882536139974,2.500966941285609e-47,0.3579211701249769,1.0,0,1.0,1,6.705779719069825e-05
61,0.008084443192960096,4.0451833675773495e-47,0.37678730409309485,1.0,0,1.0,1,6.535822174019883e-05
62,0.007983550444375346,4.715401987039967e-47,0.3952811230458348,1.0,0,1.0,1,6.37370776978858e-05
63,0.007886030445071872,6.347576580971094e-47,0.4133741207153003,1.0,0,1.0,1,6.218947618060047e-05
64,0.00779172040262233,1.6694362635376256e-46,0.43110319211047315,1.0,0,1.0,1,6.071090683264108e-05
65,0.00770046771899512,1.1113955405204126e-45,0.4485491638768834,1.0,0,1.0,1,5.929720309128591e-05
66,0.007612129210465505,1.666501243480526e-44,0.46580610165210384,1.0,0,1.0,1,5.794451111682219e-05
67,0.007526570397730428,3.950438220331053e-43,0.48294320927917345,1.0,0,1.0,1,5.664926195199198e-05
68,0.007443664858991422,1.0129907101456249e-41,0.4999175983788295,1.0,0,1.0,1,5.540814653298379e-05
69,0.007363293639607593,2.2641196589137294e-40,0.5165604338105999,1.0,0,1.0,1,5.421809322308564e-05
70,0.007285344712650917,4.250735285663928e-39,0.5326209022510191,1.0,0,1.0,1,5.307624758215067e-05
71,0.007209712485334156,7.452853134070471e-38,0.5478248068228605,1.0,0,1.0,1,5.197995412118321e-05
72,0.007136297346840187,1.4378245232489693e-36,0.5618441358653945,1.0,0,1.0,1,5.09267398225183e-05
73,0.007065005253571437,3.5637199991664565e-35,0.5743743264422656,1.0,0,1.0,1,4.991429923299201e-05
74,0.006995747348268485,1.1912280037092389e-33,0.5851221350185491,1.0,0,1.0,1,4.894048096080554e-05
75,0.006928439609825882,5.20476354360011e-32,0.593832864927182,1.0,0,1.0,1,4.800327542700422e-05
76,0.006863002530967232,2.948389777592993e-30,0.6003370303843916,1.0,0,1.0,1,4.710080374006263e-05
77,0.006799360821236768,1.9697585908492023e-28,0.6045448709944319,1.0,0.02390837592855477,1.0,1,4.623130757736953e-05
78,0.006737443133025734,1.399977279352892e-26,0.6064220844530921,1.0,0.10022521042264443,1.0,1,4.539313997075561e-05
79,0.010520103157801518,9.632124556645588e-25,0.6059788780260963,1.0,0.17358015256125847,1.0,1,7.024464142969191e-05
80,0.014209782893675757,6.054584682494206e-23,0.6032851538929057,1.0,0.24410949105365798,1.0,1,9.404762778108066e-05
81,0.017816386105556258,3.359569754530553e-21,0.5984420530140565,1.0,0.3121549446045585,1.0,1,0.0001168999847474984
82,0.025098871273617797,1.6036268112994494e-19,0.5915691488597452,1.0,0.378018776488351,1.0,1,0.00016328597778904758
83,0.03225878226305655,6.3904089690473735e-18,0.582811280680346,1.0,0.44191453810974834,1.0,1,0.00020811635698417076
84,0.03932370597010396,2.0364242128462466e-16,0.5723275244832583,1.0,0.5040571341277305,1.0,1,0.0002516159910915651
85,0.046319191377888994,5.096586089189557e-15,0.5602661971488669,1.0,0.5647199627378274,1.0,1,0.00029398874863105506
86,0.05326916907002785,9.97045272517662e-14,0.5467983211475395,1.0,0.6240623236518976,1.0,1,0.000335421143811887
87,0.0640320173581244,1.5453179034490486e-12,0.5320959495721972,1.0,0.6822402198729391,1.0,1,0.00040004955977084977
88,0.07481397005167943,1.9231256636195455e-11,0.5163285378087211,1.0,0.7394010540783612,1.0,1,0.0004638283475834244
89,0.0856684062352008,1.940881733884364e-10,0.49966612093747315,1.0,0.7956692715353213,1.0,1,0.0005271178484033417
90,0.0966485309363162,1.6076932917874226e-09,0.48227708902032207,1.0,0.8511511565068526,1.0,1,0.0005902661262796125
91,0.11203847428071192,1.1009549341162475e-08,0.4642947091365166,1.0,0.90599276615356,1.0,1,0.0006792617720228133
92,0.12778708182795323,6.279244759862393e-08,0.44584452127371416,1.0,0.9603154608319868,1.0,1,0.0007691744958646753
93,0.14401164622445645,3.0069032293196296e-07,0.4270438610280939,1.0,0.9857781224479051,1.0,1,0.0008607019832755843
94,0.16083879799873252,1.224320446882501e-06,0.40804994853109217,1.0,0.9322668964081691,1.0,1,0.0009545780053163355
95,0.1784076392908428,4.302925021030245e-06,0.3981029098214607,1.0,0.879070999160015,1.0,1,0.0010515900668418728
96,0.19130740811138344,1.313699954789845e-05,0.41532241899315,1.0,0.8261083776103542,1.0,1,0.0011200132056776372
97,0.20491516777923638,3.519936978258324e-05,0.43241580208241204,1.0,0.7733157554196217,1.0,1,0.0011917046170443178
98,0.21932083392528812,8.315337964751953e-05,0.44927980904275666,1.0,0.7206719733730458,1.0,1,0.0012671305533491083
99,0.234623083109035,0.00017603923108797283,0.46580897037749486,1.0,0.668158485731914,1.0,1,0.0013467964563782283
100,0.24314322471966832,0.00034285263799217026,0.4818984798609832,1.0,0.6157464856847,1.0,1,0.0013868355839838687
101,0.25221027696674275,0.0006133709785726573,0.4974442904190048,1.0,0.563416585075788,1.0,1,0.0014295456928469425
102,0.2618425554217251,0.00099495083168727,0.512340607165078,1.0,0.5111760580812856,1.0,1,0.001474986074296749
103,0.27205239084150024,0.001450944058965862,0.5264770763053209,1.0,0.45902027711214444,1.0,1,0.0015231818180804632
104,0.28284376812458334,0.0019144331057951588,0.5397416772410394,1.0,0.4069498479374416,1.0,1,0.0015741117135148718
105,0.28158887120022846,0.0023386323133219745,0.5520249719143719,1.0,0.35493387591848713,1.0,1,0.0015578712117159438
106,0.28028187450856384,0.002748645530136764,0.5632284712197737,1.0,0.3029523039205735,1.0,1,0.0015416109691180821
107,0.2789361493366834,0.0032029936201759053,0.5732671750864357,1.0,0.2510035396031044,1.0,1,0.001525401233399229
108,0.2775666668534361,0.0037468683188633584,0.5820691530697532,1.0,0.19909325586705773,1.0,1,0.0015093194000697554
109,0.27618932940696217,0.004349356586946386,0.5895756952043889,1.0,0.1472281938548997,1.0,1,0.0014934462295715161
110,0.25596031634855404,0.0048871258166368736,0.5957418462361428,1.0,0.09543048170466673,1.0,1,0.0013764415222442975
111,0.23627337516419078,0.005184875176638722,0.6005347507202768,1.0,0.04372559335547321,1.0,1,0.001263674514026607
112,0.2174643332392889,0.005117427881996791,0.6039334831538612,1.0,0,1.0,1,0.0011568471949149626
113,0.199773600163557,0.004648941637036401,0.6059294884347213,1.0,0,1.0,1,0.001057122022195952
114,0.18334791642353665,0.0038023882117040864,0.6065272741267365,1.0,0,1.0,1,0.0009651459014660604
115,0.16825259977061727,0.0027215202373652796,0.6057431981562987,1.0,0,1.0,1,0.0008811280432426249
116,0.15448886941382972,0.0016666867294356992,0.6036043614364816,1.0,0,1.0,1,0.0008049415716788351
117,0.14201192474303073,0.0008550803000310686,0.6001474647222107,1.0,0,1.0,1,0.0007362257152391951
118,0.13074709372632184,0.0003575265276923185,0.595417946191927,1.0,0,1.0,1,0.0006744748025247751
119,0.12060283784926595,0.00011842525789270579,0.5894680920314962,1.0,0,1.0,1,0.0006191083772833887
120,0.11148041724581745,3.0346343819808135e-05,0.5823556276035887,1.0,0,1.0,1,0.0005695221431055428
121,0.10328057919176338,5.977614343855976e-06,0.5741443852555729,1.0,0,1.0,1,0.0005251222815135401
122,0.09590785539074756,9.037961330644753e-07,0.5649056841225377,1.0,0,1.0,1,0.00048534669423030074
123,0.08927307358168561,1.0235754715668773e-07,0.5547167686288035,1.0,0,1.0,1,0.00044967667131372914
124,0.0832946112356917,8.36856816037547e-09,0.5436570053253387,1.0,0,1.0,1,0.0004176419544095635
125,0.07789880900767321,4.722503658240896e-10,0.531805148587284,1.0,0,1.0,1,0.0003888214972135431
126,0.0730198537527558,1.657221189691047e-11,0.5192378276759619,1.0,0,1.0,1,0.0003628416002040138
127,0.06859934992817894,3.1256695463628156e-13,0.5060293026339419,1.0,0,1.0,1,0.0003393725830608573
128,0.06458572764526396,2.8022774024627827e-15,0.4922553186724139,1.0,0,1.0,1,0.000318124767561106
129,0.060933583888726356,1.078651967194572e-17,0.477992030461383,1.0,0,1.0,1,0.00029884426200412883
130,0.057603016994371745,1.6804195146661268e-20,0.4633114597760224,1.0,0,1.0,1,0.00028130884306329157
131,0.054558989678423674,1.0486332487948669e-23,0.4482803204020192,1.0,0,1.0,1,0.0002653241003370132
132,0.051770739535888136,3.0674900780087425e-27,0.4329577285975203,1.0,0,1.0,1,0.00025071992426496637
133,0.049211245444276915,5.2141338611798405e-31,0.4174024416220649,1.0,0,1.0,1,0.00023734736520728724
134,0.046856751843003086,5.999408052199475e-35,0.4016738317470427,1.0,0,1.0,1,0.00022507585991339918
135,0.04468634906299041,5.422353354566917e-39,0.38582982854092535,1.0,0,1.0,1,0.00021379080396811728
136,0.04268160582014663,4.133714928106035e-43,0.36993137878658566,1.0,0,1.0,1,0.00020339144004282654
137,0.0408262490241116,2.779195714160902e-47,0.3540417909814063,1.0,0,1.0,1,0.00019378902850779135
138,0.039105885765514756,1.8336053671838784e-51,0.33822348465346175,1.0,0,1.0,1,0.00018490526694759683
139,0.0375077624525704,1.2548163915794043e-55,0.32254199207379797,1.0,0,1.0,1,0.00017667092692710734
140,0.036020556392204604,8.031881659200433e-60,0.30706700179231766,1.0,0,1.0,1,0.00016902467907296606
141,0.034634195539413416,4.36372880999079e-64,0.2918670484603642,1.0,0,1.0,1,0.00016191208060873042
142,0.03333970260230162,2.0853142020748837e-68,0.27700363358514696,1.0,0,1.0,1,0.00015528470258103808
143,0.03212906014876203,1.1096399933796942e-72,0.26253498917270024,1.0,0,1.0,1,0.00014909937695596555
144,0.030995093791701893,2.621492100893441e-76,0.24853637154021407,1.0,0,1.0,1,0.0001433175464563386
145,0.0299313709221739,3.2933061549369693e-79,0.23519309810860467,1.0,0,1.0,1,0.0001379047024152558
146,0.028932112809743244,1.4285330465410793e-81,0.22272341346074734,1.0,0,1.0,1,0.00013282989803437584
147,0.027992118197032297,1.4185970625857228e-83,0.2112922289320586,1.0,0,1.0,1,0.00012806532627181527
148,0.027106696783013997,2.5898377344349075e-85,0.20097473413172617,1.0,0,1.0,1,0.00012358595316726978
149,0.026271611220779936,7.915787293438471e-87,0.19176663402067035,1.0,0,1.0,1,0.00011936919876841267
150,0.02548302645413155,3.8079917439643974e-88,0.18361480265657237,1.0,0,1.0,1,0.0001153946589804316
151,0.024737465387388524,2.734945697305785e-89,0.17643993865445506,1.0,0,1.0,1,0.00011164386264610617
152,0.024031770028028837,2.78912655489535e-90,0.17015173348296334,1.0,0,1.0,1,0.00010810005900124036
153,0.023363067365594743,3.861668447883543e-91,0.1646577320595013,1.0,0,1.0,1,0.00010474803136106282
